"","seq","blockrb","sub","RT","resp","correct","D","I","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel","irrel","diag1","diag2","diagdiff"
"2224",2224,4,26,0.9056496,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"2225",2225,4,26,0.3407496,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2226",2226,4,26,0.3054388,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"2227",2227,4,26,0.3607307,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"2228",2228,4,26,0.5291554,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"2229",2229,4,26,0.4802148,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"2230",2230,4,26,1.118543,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2231",2231,4,26,0.4423028,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"2232",2232,4,26,1.08828,1,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"2233",2233,4,26,0.516352,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"2234",2234,4,26,1.00912,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2235",2235,4,26,0.5035453,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"2236",2236,4,26,0.5507621,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2237",2237,4,26,1.410129,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"2238",2238,4,26,0.3055078,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2239",2239,4,26,1.183714,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"2240",2240,4,26,1.261005,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"2241",2241,5,26,1.073939,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2242",2242,5,26,1.11861,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"2243",2243,5,26,0.4717374,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"2244",2244,5,26,0.5027282,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2245",2245,5,26,0.5020739,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2246",2246,5,26,0.3197004,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"2247",2247,5,26,0.4404656,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"2248",2248,5,26,0.4090326,2,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2249",2249,5,26,0.5229245,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2250",2250,5,26,1.023621,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2251",2251,5,26,0.5667985,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"2252",2252,5,26,0.3273882,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2253",2253,5,26,0.9827321,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2254",2254,5,26,0.9238412,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2255",2255,5,26,0.5210534,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"2256",2256,5,26,0.9289505,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2257",2257,5,26,0.5628923,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2258",2258,5,26,0.8167329,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"2259",2259,5,26,0.3982311,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2260",2260,5,26,1.126549,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2261",2261,6,26,1.05948,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"2262",2262,6,26,1.389351,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"2263",2263,6,26,0.2798172,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2264",2264,6,26,0.7711482,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2265",2265,6,26,1.264419,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2266",2266,6,26,0.4179708,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"2267",2267,6,26,0.4300193,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2268",2268,6,26,0.5965967,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2269",2269,6,26,1.06057,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2270",2270,6,26,0.767728,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2271",2271,6,26,0.4900009,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2272",2272,6,26,0.4082482,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2273",2273,6,26,0.9570177,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"2274",2274,6,26,1.001371,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"2275",2275,6,26,0.4354033,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"2276",2276,6,26,0.42647,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2277",2277,6,26,0.7959898,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"2278",2278,6,26,0.8053828,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2279",2279,6,26,0.4206577,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"2280",2280,6,26,0.4314228,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2281",2281,1,27,1.679882,2,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"2282",2282,1,27,1.494156,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2283",2283,1,27,0.8246157,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"2284",2284,1,27,1.315201,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2285",2285,1,27,0.8044843,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"2286",2286,1,27,2.000219,NA,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"2287",2287,1,27,1.752627,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2288",2288,1,27,0.6381407,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"2289",2289,1,27,0.7750406,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2290",2290,1,27,0.5506171,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"2291",2291,1,27,2.000171,NA,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"2292",2292,1,27,2.000179,NA,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2293",2293,1,27,1.809859,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"2294",2294,1,27,1.170664,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"2295",2295,1,27,1.422892,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"2296",2296,1,27,1.582493,2,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"2297",2297,1,27,2.000164,NA,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2298",2298,1,27,1.140576,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2299",2299,1,27,2.000333,NA,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2300",2300,1,27,2.000131,NA,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"2301",2301,2,27,1.764678,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"2302",2302,2,27,2.000097,NA,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"2303",2303,2,27,2.000045,NA,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2304",2304,2,27,1.92922,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2305",2305,2,27,0.8032773,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"2306",2306,2,27,1.710276,1,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"2307",2307,2,27,1.570399,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2308",2308,2,27,2.000015,NA,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"2309",2309,2,27,2.000041,NA,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"2310",2310,2,27,2.000112,NA,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"2311",2311,2,27,2.000102,NA,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"2312",2312,2,27,2.000116,NA,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"2313",2313,2,27,1.64397,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"2314",2314,2,27,2.00002,NA,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2315",2315,2,27,0.8192216,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"2316",2316,2,27,0.8130593,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"2317",2317,2,27,1.053894,2,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"2318",2318,2,27,1.381331,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"2319",2319,2,27,1.615384,1,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"2320",2320,2,27,2.000067,NA,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"2321",2321,3,27,2.000009,NA,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2322",2322,3,27,2.000136,NA,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2323",2323,3,27,1.973564,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2324",2324,3,27,2.00018,NA,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2325",2325,3,27,2.000087,NA,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"2326",2326,3,27,2.000114,NA,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"2327",2327,3,27,2.00002,NA,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"2328",2328,3,27,1.647373,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"2329",2329,3,27,2.000098,NA,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"2330",2330,3,27,1.667787,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2331",2331,3,27,2.000059,NA,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2332",2332,3,27,2.00004,NA,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"2333",2333,3,27,2.000067,NA,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"2334",2334,3,27,2.000074,NA,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"2335",2335,3,27,1.330715,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"2336",2336,3,27,2.000128,NA,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2337",2337,3,27,1.587895,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"2338",2338,3,27,2.000112,NA,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"2339",2339,3,27,1.868512,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"2340",2340,3,27,2.000131,NA,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"2341",2341,4,27,1.190076,1,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"2342",2342,4,27,1.592063,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2343",2343,4,27,0.4287171,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"2344",2344,4,27,1.569866,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"2345",2345,4,27,0.6309969,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2346",2346,4,27,0.3080424,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"2347",2347,4,27,0.3334601,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"2348",2348,4,27,0.3107027,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"2349",2349,4,27,0.4852166,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"2350",2350,4,27,1.50691,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2351",2351,4,27,0.6959411,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"2352",2352,4,27,2.000057,NA,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"2353",2353,4,27,0.3298852,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"2354",2354,4,27,0.886714,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2355",2355,4,27,0.4853844,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"2356",2356,4,27,0.6600201,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2357",2357,4,27,1.582772,2,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"2358",2358,4,27,0.5818449,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2359",2359,4,27,1.596001,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"2360",2360,4,27,2.000128,NA,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"2361",2361,5,27,1.153332,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2362",2362,5,27,1.875728,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"2363",2363,5,27,0.7719513,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"2364",2364,5,27,0.6683762,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2365",2365,5,27,0.5794639,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2366",2366,5,27,0.6294979,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"2367",2367,5,27,0.2783601,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"2368",2368,5,27,1.948334,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2369",2369,5,27,0.5603424,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2370",2370,5,27,1.229578,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2371",2371,5,27,0.3095775,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"2372",2372,5,27,0.5399401,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2373",2373,5,27,2.000018,NA,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2374",2374,5,27,0.583313,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2375",2375,5,27,0.2604857,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"2376",2376,5,27,0.7160222,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2377",2377,5,27,0.37576,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2378",2378,5,27,1.609817,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"2379",2379,5,27,0.6001763,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2380",2380,5,27,1.609341,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2381",2381,6,27,1.255334,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"2382",2382,6,27,2.000078,NA,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"2383",2383,6,27,0.3637753,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2384",2384,6,27,2.000037,NA,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2385",2385,6,27,1.490625,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2386",2386,6,27,0.3729574,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"2387",2387,6,27,0.4799424,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2388",2388,6,27,0.5660549,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2389",2389,6,27,1.891276,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2390",2390,6,27,0.7357708,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2391",2391,6,27,0.6814665,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2392",2392,6,27,1.397634,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2393",2393,6,27,2.000008,NA,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"2394",2394,6,27,2.000114,NA,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"2395",2395,6,27,0.387199,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"2396",2396,6,27,0.5358202,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2397",2397,6,27,1.607751,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"2398",2398,6,27,2.000057,NA,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2399",2399,6,27,0.2576009,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"2400",2400,6,27,0.4913271,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2401",2401,1,28,2.000109,NA,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"2402",2402,1,28,0.8541127,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2403",2403,1,28,0.6499728,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"2404",2404,1,28,1.060159,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2405",2405,1,28,0.5240755,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"2406",2406,1,28,1.197776,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"2407",2407,1,28,0.8730001,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2408",2408,1,28,1.141886,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"2409",2409,1,28,0.5430598,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2410",2410,1,28,0.8452228,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"2411",2411,1,28,1.02787,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"2412",2412,1,28,0.832408,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2413",2413,1,28,1.217105,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"2414",2414,1,28,0.3808072,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"2415",2415,1,28,0.3789029,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"2416",2416,1,28,0.7376539,1,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"2417",2417,1,28,0.7520064,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2418",2418,1,28,0.4361906,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2419",2419,1,28,0.9457105,1,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2420",2420,1,28,0.9511284,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"2421",2421,2,28,0.7430294,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"2422",2422,2,28,1.793285,2,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"2423",2423,2,28,0.7605523,1,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2424",2424,2,28,1.418168,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2425",2425,2,28,0.4710898,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"2426",2426,2,28,0.978366,1,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"2427",2427,2,28,0.4070729,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2428",2428,2,28,1.250333,1,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"2429",2429,2,28,1.521015,1,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"2430",2430,2,28,1.031525,2,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"2431",2431,2,28,1.59001,1,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"2432",2432,2,28,1.912609,1,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"2433",2433,2,28,0.799769,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"2434",2434,2,28,1.116833,1,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2435",2435,2,28,0.9031428,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"2436",2436,2,28,0.4920845,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"2437",2437,2,28,1.22631,2,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"2438",2438,2,28,0.4596359,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"2439",2439,2,28,1.375472,2,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"2440",2440,2,28,1.006816,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"2441",2441,3,28,1.227231,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2442",2442,3,28,1.219757,1,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2443",2443,3,28,0.3549976,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2444",2444,3,28,0.5334309,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2445",2445,3,28,1.068373,1,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"2446",2446,3,28,1.075848,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"2447",2447,3,28,0.5106391,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"2448",2448,3,28,0.5721397,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"2449",2449,3,28,0.8637196,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"2450",2450,3,28,1.258652,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2451",2451,3,28,0.5331376,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2452",2452,3,28,1.056558,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"2453",2453,3,28,1.583101,2,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"2454",2454,3,28,2.000166,NA,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"2455",2455,3,28,0.4677353,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"2456",2456,3,28,0.862557,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2457",2457,3,28,0.604926,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"2458",2458,3,28,1.476197,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
