"","seq","blockrb","sub","RT","resp","correct","D","I","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel","irrel","diag1","diag2","diagdiff"
"2459",2459,3,28,1.210378,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"2460",2460,3,28,0.5425638,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"2461",2461,4,28,1.044684,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"2462",2462,4,28,0.5887385,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2463",2463,4,28,0.5587224,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"2464",2464,4,28,0.85368,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"2465",2465,4,28,0.634006,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2466",2466,4,28,0.5314223,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"2467",2467,4,28,0.3477043,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"2468",2468,4,28,0.9476044,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"2469",2469,4,28,0.4060038,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"2470",2470,4,28,0.6807033,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2471",2471,4,28,0.6328443,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"2472",2472,4,28,1.218236,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"2473",2473,4,28,0.3922199,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"2474",2474,4,28,0.6779007,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2475",2475,4,28,1.301659,1,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"2476",2476,4,28,0.5464119,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2477",2477,4,28,1.474576,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"2478",2478,4,28,0.3605681,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2479",2479,4,28,0.8469441,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"2480",2480,4,28,1.31355,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"2481",2481,5,28,0.9185365,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2482",2482,5,28,1.376964,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"2483",2483,5,28,0.3341961,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"2484",2484,5,28,0.7982391,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2485",2485,5,28,1.104449,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2486",2486,5,28,0.6049752,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"2487",2487,5,28,0.348715,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"2488",2488,5,28,1.356921,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2489",2489,5,28,0.413551,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2490",2490,5,28,0.6505344,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2491",2491,5,28,0.4624506,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"2492",2492,5,28,0.4384839,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2493",2493,5,28,1.030956,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2494",2494,5,28,0.6645488,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2495",2495,5,28,0.4858608,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"2496",2496,5,28,0.7240482,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2497",2497,5,28,1.276057,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2498",2498,5,28,0.9523205,1,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"2499",2499,5,28,0.7480032,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2500",2500,5,28,0.6846363,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2501",2501,6,28,0.9917745,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"2502",2502,6,28,1.316782,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"2503",2503,6,28,0.3934942,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2504",2504,6,28,0.9336026,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2505",2505,6,28,1.230795,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2506",2506,6,28,0.6014247,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"2507",2507,6,28,0.5300013,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2508",2508,6,28,0.6248823,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2509",2509,6,28,0.7606739,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2510",2510,6,28,0.527513,2,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2511",2511,6,28,0.4067692,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2512",2512,6,28,0.3699621,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2513",2513,6,28,0.5464801,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"2514",2514,6,28,0.9778343,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"2515",2515,6,28,0.7877791,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"2516",2516,6,28,0.4338223,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2517",2517,6,28,0.815154,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"2518",2518,6,28,0.6907526,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2519",2519,6,28,0.7048045,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"2520",2520,6,28,0.4655675,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2521",2521,1,29,1.588251,2,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"2522",2522,1,29,1.513314,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2523",2523,1,29,1.656056,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"2524",2524,1,29,1.0127,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2525",2525,1,29,1.174273,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"2526",2526,1,29,1.038185,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"2527",2527,1,29,1.750853,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2528",2528,1,29,1.336811,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"2529",2529,1,29,0.7051911,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2530",2530,1,29,0.6110666,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"2531",2531,1,29,1.344962,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"2532",2532,1,29,1.326557,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2533",2533,1,29,1.41652,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"2534",2534,1,29,0.8397246,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"2535",2535,1,29,0.6267947,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"2536",2536,1,29,1.455568,2,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"2537",2537,1,29,0.8826457,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2538",2538,1,29,0.6606002,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2539",2539,1,29,1.459429,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2540",2540,1,29,1.284202,1,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"2541",2541,2,29,1.400121,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"2542",2542,2,29,1.709918,2,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"2543",2543,2,29,0.7265897,1,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2544",2544,2,29,1.239894,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2545",2545,2,29,0.8653944,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"2546",2546,2,29,1.450841,2,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"2547",2547,2,29,0.9603656,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2548",2548,2,29,0.8779629,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"2549",2549,2,29,1.314872,1,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"2550",2550,2,29,1.196434,2,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"2551",2551,2,29,2.000228,NA,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"2552",2552,2,29,1.274391,2,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"2553",2553,2,29,0.8501922,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"2554",2554,2,29,1.430111,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2555",2555,2,29,0.7419033,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"2556",2556,2,29,0.9101882,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"2557",2557,2,29,1.644266,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"2558",2558,2,29,0.772846,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"2559",2559,2,29,1.64335,2,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"2560",2560,2,29,2.000119,NA,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"2561",2561,3,29,1.380974,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2562",2562,3,29,1.736729,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2563",2563,3,29,0.5443382,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2564",2564,3,29,0.6066707,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2565",2565,3,29,1.159917,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"2566",2566,3,29,1.131327,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"2567",2567,3,29,0.7176743,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"2568",2568,3,29,0.7325575,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"2569",2569,3,29,0.9202018,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"2570",2570,3,29,1.261394,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2571",2571,3,29,0.8226897,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2572",2572,3,29,1.090834,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"2573",2573,3,29,1.149847,2,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"2574",2574,3,29,1.311538,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"2575",2575,3,29,0.7577369,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"2576",2576,3,29,1.170061,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2577",2577,3,29,0.6441586,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"2578",2578,3,29,1.340824,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"2579",2579,3,29,1.640807,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"2580",2580,3,29,0.6398923,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"2581",2581,4,29,0.9161132,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"2582",2582,4,29,1.23609,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2583",2583,4,29,0.4384946,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"2584",2584,4,29,1.019784,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"2585",2585,4,29,0.8460718,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2586",2586,4,29,0.7777849,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"2587",2587,4,29,0.5119271,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"2588",2588,4,29,0.646725,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"2589",2589,4,29,0.4686445,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"2590",2590,4,29,0.9302019,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2591",2591,4,29,0.4374417,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"2592",2592,4,29,1.161319,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"2593",2593,4,29,0.6193624,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"2594",2594,4,29,0.8396465,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2595",2595,4,29,0.4527022,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"2596",2596,4,29,0.5946879,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2597",2597,4,29,1.771953,2,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"2598",2598,4,29,1.026347,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2599",2599,4,29,1.241138,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"2600",2600,4,29,2.000223,NA,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"2601",2601,5,29,0.8472542,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2602",2602,5,29,1.402658,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"2603",2603,5,29,0.591367,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"2604",2604,5,29,0.3616977,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2605",2605,5,29,0.5308672,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2606",2606,5,29,0.4230969,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"2607",2607,5,29,0.3620335,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"2608",2608,5,29,1.36035,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2609",2609,5,29,0.393128,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"2610",2610,5,29,0.8008335,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2611",2611,5,29,0.5225293,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"2612",2612,5,29,0.3327614,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"2613",2613,5,29,1.153459,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2614",2614,5,29,1.527282,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2615",2615,5,29,0.8088343,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"2616",2616,5,29,0.8231545,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2617",2617,5,29,0.8212356,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2618",2618,5,29,1.313225,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"2619",2619,5,29,0.3893776,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2620",2620,5,29,0.9231433,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"2621",2621,6,29,0.8828013,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"2622",2622,6,29,1.556568,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"2623",2623,6,29,0.7039925,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"2624",2624,6,29,0.9027226,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"2625",2625,6,29,1.061257,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2626",2626,6,29,0.3506186,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"2627",2627,6,29,0.3290759,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"2628",2628,6,29,1.594837,1,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"2629",2629,6,29,1.534026,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"2630",2630,6,29,0.3319001,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2631",2631,6,29,0.3923885,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"2632",2632,6,29,0.552978,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2633",2633,6,29,0.8976059,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"2634",2634,6,29,1.376871,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"2635",2635,6,29,0.5217614,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"2636",2636,6,29,0.3450854,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2637",2637,6,29,1.036748,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"2638",2638,6,29,0.7437409,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2639",2639,6,29,0.8898286,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"2640",2640,6,29,1.003026,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2641",2641,1,30,2.000191,NA,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"2642",2642,1,30,1.566577,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"2643",2643,1,30,1.187831,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"2644",2644,1,30,1.868252,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"2645",2645,1,30,0.8012622,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"2646",2646,1,30,1.638063,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"2647",2647,1,30,2.000067,NA,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"2648",2648,1,30,1.677623,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"2649",2649,1,30,1.495506,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"2650",2650,1,30,1.349203,2,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"2651",2651,1,30,2.000157,NA,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"2652",2652,1,30,1.833159,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"2653",2653,1,30,2.000188,NA,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"2654",2654,1,30,1.012547,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"2655",2655,1,30,2.000319,NA,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"2656",2656,1,30,1.625535,2,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"2657",2657,1,30,1.270495,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"2658",2658,1,30,0.9701302,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"2659",2659,1,30,1.543533,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"2660",2660,1,30,1.740907,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"2661",2661,2,30,1.465451,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"2662",2662,2,30,1.52187,2,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"2663",2663,2,30,1.866795,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2664",2664,2,30,1.548628,1,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"2665",2665,2,30,1.000605,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"2666",2666,2,30,2.000073,NA,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"2667",2667,2,30,0.9028204,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"2668",2668,2,30,0.8652932,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"2669",2669,2,30,2.00004,NA,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"2670",2670,2,30,1.575111,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"2671",2671,2,30,1.380799,2,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"2672",2672,2,30,2.000126,NA,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"2673",2673,2,30,0.9266641,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"2674",2674,2,30,1.339955,1,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"2675",2675,2,30,0.8699198,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"2676",2676,2,30,1.066646,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"2677",2677,2,30,2.000054,NA,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"2678",2678,2,30,0.5697632,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"2679",2679,2,30,1.757858,2,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"2680",2680,2,30,1.486194,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"2681",2681,3,30,1.76646,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"2682",2682,3,30,0.749218,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"2683",2683,3,30,1.118307,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2684",2684,3,30,0.6882163,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"2685",2685,3,30,1.751283,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"2686",2686,3,30,0.9419471,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"2687",2687,3,30,0.8574109,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"2688",2688,3,30,1.079161,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"2689",2689,3,30,1.514696,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"2690",2690,3,30,1.525211,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"2691",2691,3,30,1.039808,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"2692",2692,3,30,1.451555,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"2693",2693,3,30,1.208886,2,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"2694",2694,3,30,1.612112,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
