"","seq","blockw","sub","RT","resp","correct","D1","D2","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel1","rel2","diag1","diag2","chooseF1big","diag","diagdiff"
"905",905,1,23,0.386044,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"906",906,1,23,0.3890974,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"907",907,1,23,0.3982001,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"908",908,1,23,0.9268698,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"909",909,1,23,1.621027,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"910",910,1,23,1.5562536,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"911",911,1,23,1.5703002,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"912",912,1,23,0.6715273,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"913",913,1,23,1.1435789,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"914",914,1,23,0.8306749,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"915",915,1,23,0.5566409,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"916",916,1,23,1.1777977,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"917",917,1,23,0.7235194,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"918",918,1,23,0.8227663,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"919",919,1,23,0.9900384,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"920",920,1,23,1.0537236,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"921",921,2,23,1.0587646,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"922",922,2,23,0.6181358,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"923",923,2,23,1.0222653,1,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"924",924,2,23,1.3844678,2,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"925",925,2,23,1.2721827,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"926",926,2,23,0.4814945,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"927",927,2,23,1.4264439,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"928",928,2,23,2.0001373,NA,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"929",929,2,23,0.9420657,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"930",930,2,23,1.1528285,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"931",931,2,23,1.375634,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"932",932,2,23,1.0611372,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"933",933,2,23,1.6317469,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"934",934,2,23,0.970193,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"935",935,2,23,0.335863,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"936",936,2,23,0.3300789,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"937",937,2,23,0.8310849,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"938",938,2,23,1.0760729,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"939",939,2,23,1.1043977,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"940",940,2,23,0.9222634,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"941",941,3,23,0.9903566,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"942",942,3,23,0.7612312,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"943",943,3,23,0.8101748,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"944",944,3,23,0.6549341,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"945",945,3,23,0.8675121,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"946",946,3,23,2.0000896,NA,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"947",947,3,23,1.2453092,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"948",948,3,23,0.9028656,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"949",949,3,23,1.0715472,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"950",950,3,23,1.04568,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"951",951,3,23,0.5412001,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"952",952,3,23,1.4517162,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"953",953,3,23,1.6515965,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"954",954,3,23,1.4803491,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"955",955,3,23,0.573941,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"956",956,3,23,0.7504554,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"957",957,3,23,0.5924039,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"958",958,3,23,0.7802598,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"959",959,3,23,1.043084,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"960",960,3,23,0.6414072,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"961",961,1,24,0.8656849,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"962",962,1,24,1.3937664,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"963",963,1,24,1.6717076,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"964",964,1,24,0.9437532,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"965",965,1,24,1.0351621,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"966",966,1,24,0.9589766,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"967",967,1,24,0.6181473,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"968",968,1,24,1.6425904,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"969",969,1,24,0.8054279,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"970",970,1,24,1.379388,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"971",971,1,24,0.7551435,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"972",972,1,24,0.7675858,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"973",973,1,24,0.7618174,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"974",974,1,24,1.1518993,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"975",975,1,24,1.006061,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"976",976,1,24,1.0852953,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"977",977,1,24,1.8935186,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"978",978,1,24,0.9073875,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"979",979,1,24,1.8744332,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"980",980,1,24,1.104665,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"981",981,2,24,0.8713714,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"982",982,2,24,1.1172601,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"983",983,2,24,1.1064488,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"984",984,2,24,0.8981742,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"985",985,2,24,1.2986576,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"986",986,2,24,0.9875485,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"987",987,2,24,1.792013,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"988",988,2,24,0.8446806,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"989",989,2,24,1.1782851,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"990",990,2,24,1.3895866,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"991",991,2,24,1.4218193,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"992",992,2,24,1.8272306,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"993",993,2,24,2.000103,NA,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"994",994,2,24,0.7157726,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"995",995,2,24,0.5291483,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"996",996,2,24,0.8113881,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"997",997,2,24,0.8019682,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"998",998,2,24,0.9044114,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"999",999,2,24,1.1090914,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1000",1000,2,24,1.0552054,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1001",1001,3,24,0.7347849,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1002",1002,3,24,0.6900802,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1003",1003,3,24,0.9950747,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1004",1004,3,24,0.8886406,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1005",1005,3,24,1.4422859,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1006",1006,3,24,1.1818268,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1007",1007,3,24,1.2744509,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1008",1008,3,24,1.5394899,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1009",1009,3,24,1.5175025,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1010",1010,3,24,1.6198631,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1011",1011,3,24,1.0121828,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1012",1012,3,24,1.2688865,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1013",1013,3,24,1.2137665,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1014",1014,3,24,0.9154006,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1015",1015,3,24,0.903668,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1016",1016,3,24,0.8258162,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1017",1017,3,24,1.0522814,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1018",1018,3,24,1.3262015,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1019",1019,3,24,1.6163141,2,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1020",1020,3,24,0.4969272,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1021",1021,1,25,0.9561763,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1022",1022,1,25,0.9344985,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1023",1023,1,25,0.5692263,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1024",1024,1,25,1.5232871,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1025",1025,1,25,0.6286267,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1026",1026,1,25,0.6201687,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1027",1027,1,25,1.0542869,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1028",1028,1,25,1.6903076,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1029",1029,1,25,0.7794467,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1030",1030,1,25,0.9805318,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1031",1031,1,25,0.7580591,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1032",1032,1,25,0.9984781,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1033",1033,1,25,0.3147289,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1034",1034,1,25,0.9663411,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1035",1035,1,25,0.5367489,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1036",1036,1,25,0.9870309,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1037",1037,1,25,0.9684299,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1038",1038,1,25,0.5621692,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1039",1039,1,25,1.9465373,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1040",1040,1,25,0.3864625,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1041",1041,2,25,0.5477055,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1042",1042,2,25,0.5635827,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1043",1043,2,25,0.6196515,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1044",1044,2,25,0.6739537,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1045",1045,2,25,1.0685704,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1046",1046,2,25,0.8445117,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1047",1047,2,25,1.8634821,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1048",1048,2,25,0.7145145,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1049",1049,2,25,1.0877781,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1050",1050,2,25,0.973625,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1051",1051,2,25,1.0326575,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1052",1052,2,25,0.8358838,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1053",1053,2,25,1.3949864,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1054",1054,2,25,0.6576261,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1055",1055,2,25,0.5574989,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1056",1056,2,25,0.7444303,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1057",1057,2,25,0.6579926,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1058",1058,2,25,0.8540551,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1059",1059,2,25,0.9849389,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1060",1060,2,25,0.8234573,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1061",1061,3,25,0.6814153,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1062",1062,3,25,0.6552487,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1063",1063,3,25,0.5638815,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1064",1064,3,25,0.6358544,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1065",1065,3,25,0.9780719,1,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1066",1066,3,25,1.2253746,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1067",1067,3,25,0.6227756,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1068",1068,3,25,0.9970569,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1069",1069,3,25,1.7077682,1,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1070",1070,3,25,1.1585356,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1071",1071,3,25,0.747808,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1072",1072,3,25,0.8476842,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1073",1073,3,25,1.5797455,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1074",1074,3,25,0.7286447,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1075",1075,3,25,0.7405134,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1076",1076,3,25,0.7207889,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1077",1077,3,25,0.7466601,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1078",1078,3,25,1.7167986,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1079",1079,3,25,2.0002577,NA,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1080",1080,3,25,2.0001078,NA,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1081",1081,1,26,0.5154807,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1082",1082,1,26,0.5691962,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1083",1083,1,26,0.5411059,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1084",1084,1,26,0.8994847,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1085",1085,1,26,0.4174133,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1086",1086,1,26,0.6461038,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1087",1087,1,26,0.4184212,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1088",1088,1,26,0.9657015,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1089",1089,1,26,0.8160405,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1090",1090,1,26,0.6578451,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1091",1091,1,26,0.8011868,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1092",1092,1,26,0.7512715,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1093",1093,1,26,0.3162613,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1094",1094,1,26,0.7237741,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1095",1095,1,26,0.5153837,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1096",1096,1,26,1.1065988,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1097",1097,1,26,0.8304345,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1098",1098,1,26,0.7719353,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1099",1099,1,26,1.8688027,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1100",1100,1,26,0.5565965,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1101",1101,2,26,0.6672168,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1102",1102,2,26,0.6751945,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
