"","seq","blockw","sub","RT","resp","correct","D1","D2","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel1","rel2","diag1","diag2","chooseF1big","diag","diagdiff"
"1",1,1,1,0.5048323,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"2",2,1,1,1.1800689,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"3",3,1,1,1.0118915,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"4",4,1,1,0.5240659,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"5",5,1,1,1.2354353,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"6",6,1,1,0.505699,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"7",7,1,1,0.6288243,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"8",8,1,1,1.1755824,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"9",9,1,1,0.5141486,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"10",10,1,1,0.9782536,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"11",11,1,1,0.5142443,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"12",12,1,1,0.558931,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"13",13,1,1,0.5701621,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"14",14,1,1,1.3604155,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"15",15,1,1,0.6567985,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"16",16,1,1,1.5666666,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"17",17,1,1,0.9070175,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"18",18,1,1,0.5925134,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"19",19,1,1,1.0497061,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"20",20,1,1,1.4968768,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"21",21,2,1,0.5870174,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"22",22,2,1,0.6590814,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"23",23,2,1,1.0010952,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"24",24,2,1,0.5836936,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"25",25,2,1,1.6560372,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"26",26,2,1,0.786795,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"27",27,2,1,1.0470325,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"28",28,2,1,0.5988849,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"29",29,2,1,1.2686781,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"30",30,2,1,0.9064832,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"31",31,2,1,1.275067,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"32",32,2,1,1.0899771,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"33",33,2,1,1.4064414,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"34",34,2,1,0.5704567,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"35",35,2,1,0.4966509,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"36",36,2,1,0.636097,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"37",37,2,1,0.9468363,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"38",38,2,1,0.779201,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"39",39,2,1,0.7451274,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"40",40,2,1,1.3627418,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"41",41,3,1,0.5609621,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"42",42,3,1,0.628888,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"43",43,3,1,0.9347576,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"44",44,3,1,0.4138535,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"45",45,3,1,2.0001758,NA,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"46",46,3,1,0.8629371,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"47",47,3,1,0.8916066,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"48",48,3,1,1.5571406,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"49",49,3,1,0.850173,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"50",50,3,1,1.655969,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"51",51,3,1,0.3460564,2,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"52",52,3,1,1.2261785,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"53",53,3,1,1.2357747,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"54",54,3,1,0.5553732,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"55",55,3,1,0.5606847,2,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"56",56,3,1,2.0001398,NA,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"57",57,3,1,2.0000126,NA,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"58",58,3,1,0.9081384,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"59",59,3,1,0.9651504,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"60",60,3,1,0.5813215,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"61",61,1,2,0.8748335,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"62",62,1,2,0.7335867,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"63",63,1,2,0.7896304,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"64",64,1,2,0.8767014,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"65",65,1,2,0.3944708,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"66",66,1,2,0.4948177,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"67",67,1,2,0.4902659,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"68",68,1,2,1.0205409,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"69",69,1,2,1.3497936,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"70",70,1,2,0.9044031,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"71",71,1,2,0.8397036,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"72",72,1,2,0.9010505,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"73",73,1,2,0.4813163,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"74",74,1,2,0.8407597,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"75",75,1,2,0.4403257,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"76",76,1,2,0.9350567,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"77",77,1,2,1.2972771,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"78",78,1,2,0.6953547,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"79",79,1,2,0.9776886,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"80",80,1,2,0.8789668,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"81",81,2,2,1.1484802,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"82",82,2,2,0.9643995,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"83",83,2,2,0.6669813,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"84",84,2,2,1.1012325,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"85",85,2,2,1.1033801,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"86",86,2,2,0.4108384,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"87",87,2,2,0.7982246,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"88",88,2,2,1.3240949,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"89",89,2,2,0.7483594,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"90",90,2,2,0.7373582,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"91",91,2,2,0.8186409,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"92",92,2,2,1.0173499,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"93",93,2,2,0.9824606,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"94",94,2,2,0.8812414,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"95",95,2,2,0.5040672,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"96",96,2,2,0.5643995,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"97",97,2,2,0.6037675,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"98",98,2,2,0.7559253,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"99",99,2,2,0.6598823,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"100",100,2,2,0.6851365,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"101",101,3,2,0.7646227,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"102",102,3,2,0.8503395,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"103",103,3,2,0.6273524,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"104",104,3,2,0.9047888,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"105",105,3,2,0.6906498,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"106",106,3,2,0.7370162,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"107",107,3,2,0.894047,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"108",108,3,2,0.6493871,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"109",109,3,2,1.0119405,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"110",110,3,2,0.9873605,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"111",111,3,2,0.5402354,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"112",112,3,2,0.7655277,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"113",113,3,2,0.9674615,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"114",114,3,2,0.7337699,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"115",115,3,2,0.7710531,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"116",116,3,2,0.9017488,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"117",117,3,2,0.8739788,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"118",118,3,2,0.7791429,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"119",119,3,2,1.088278,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"120",120,3,2,1.1360717,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"121",121,1,3,0.9488831,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"122",122,1,3,0.5110401,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"123",123,1,3,0.2951312,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"124",124,1,3,0.9909833,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"125",125,1,3,1.098369,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"126",126,1,3,0.2839883,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"127",127,1,3,0.302878,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"128",128,1,3,1.1346635,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"129",129,1,3,1.6641063,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"130",130,1,3,0.7609961,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"131",131,1,3,0.3076643,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"132",132,1,3,0.3193448,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"133",133,1,3,0.3082281,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"134",134,1,3,1.0376747,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"135",135,1,3,0.2338616,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"136",136,1,3,1.0313082,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"137",137,1,3,0.9581754,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"138",138,1,3,0.3557921,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"139",139,1,3,1.1450933,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"140",140,1,3,0.3218483,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"141",141,2,3,1.5152253,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"142",142,2,3,1.3233515,1,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"143",143,2,3,0.8172285,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"144",144,2,3,0.3352368,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"145",145,2,3,1.4864088,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"146",146,2,3,0.2505825,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"147",147,2,3,0.778679,1,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"148",148,2,3,1.4327308,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"149",149,2,3,1.1660311,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"150",150,2,3,0.8300923,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"151",151,2,3,1.5029405,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"152",152,2,3,0.3410431,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"153",153,2,3,1.3119681,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"154",154,2,3,0.3284894,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"155",155,2,3,0.2205178,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"156",156,2,3,0.4693665,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"157",157,2,3,0.3441718,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"158",158,2,3,0.3253376,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"159",159,2,3,0.5022365,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"160",160,2,3,0.3350353,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"161",161,3,3,0.4145532,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"162",162,3,3,0.3347949,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"163",163,3,3,0.3979076,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"164",164,3,3,0.4314111,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"165",165,3,3,1.0588619,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"166",166,3,3,1.0158089,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"167",167,3,3,0.9899015,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"168",168,3,3,1.1481219,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"169",169,3,3,1.0662532,1,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"170",170,3,3,1.215487,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"171",171,3,3,0.2733167,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"172",172,3,3,1.0876385,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"173",173,3,3,1.2214095,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"174",174,3,3,0.9448005,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"175",175,3,3,0.4595284,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"176",176,3,3,0.3958426,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"177",177,3,3,1.0129527,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"178",178,3,3,1.0693189,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"179",179,3,3,0.8588693,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"180",180,3,3,0.3191426,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"181",181,1,4,0.9253726,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"182",182,1,4,0.9210413,1,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"183",183,1,4,0.801893,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"184",184,1,4,1.8499368,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"185",185,1,4,0.3571978,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"186",186,1,4,0.2955724,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"187",187,1,4,0.6350415,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"188",188,1,4,1.3707804,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"189",189,1,4,0.9094483,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"190",190,1,4,1.0934705,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"191",191,1,4,0.7522644,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"192",192,1,4,1.4528909,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"193",193,1,4,0.3691551,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"194",194,1,4,0.8427055,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"195",195,1,4,0.3592974,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"196",196,1,4,1.1571365,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"197",197,1,4,1.404855,2,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"198",198,1,4,0.4821843,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"199",199,1,4,1.3688979,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"200",200,1,4,0.7553761,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"201",201,2,4,1.1777681,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
