"","run","id","face","FaceCue","cue","speed"
"1651",3,"030",4,"r_4",1,1.94591014905531
"1652",3,"030",6,"b_6",2,1.38629436111989
"1653",3,"030",1,"b_1",2,1.09861228866811
"1654",3,"030",11,"r_11",1,2.19722457733622
"1655",3,"030",14,"b_14",2,1.09861228866811
"1656",3,"030",7,"b_7",2,1.09861228866811
"1657",3,"030",14,"r_14",1,1.09861228866811
"1658",3,"030",9,"b_9",2,1.94591014905531
"1659",3,"030",16,"r_16",1,1.09861228866811
"1660",3,"030",10,"r_10",1,1.09861228866811
"1661",3,"030",13,"r_13",1,1.09861228866811
"1662",3,"030",4,"b_4",2,2.19722457733622
"1663",3,"030",3,"r_3",1,2.39789527279837
"1664",3,"030",8,"b_8",2,1.09861228866811
